counties,devpressure_0_5_92,slope,road_dens_perc,forest_1992_smooth_perc,dist_water_mi,dist_to_protected_mi,dist_interchanges_mi,view_size
69,0,1.21887,1.13378684807256,3.35570469798658,0,2.39404774135001,40.7644309869948,0.0001
69,0,1.211127,0,19.4630872483221,0,2.23422599361477,40.0399392872059,0.0001
69,0,2.542944,4.98866213151927,9.39597315436242,0,6.0970054191484,20.7474034268664,0.0001
69,0,2.349804,0,4.02684563758389,0,11.7813493076504,15.8105828154292,0.0001
69,0,1.879082,0,0,0,16.1931857203944,12.3408714612227,0.0001
69,0,0.7609731,0,0,0,5.19940222983076,47.4026329957837,15.492
69,0,0.1282117,0,0,0,2.1423776406303,44.7907143549056,0.0001
69,0,0.6850362,0,42.2818791946309,0,5.74462334066812,21.0691404251759,0.0001
69,0,0.6883923,0,0,0,19.5225988562125,9.86175300411166,0.0001
69,0,0.3272479,2.72108843537415,4.69798657718121,0,0.987072639401875,26.8638240500339,0.0001
69,0,0.2863814,0,2.68456375838926,0,7.4320256343614,19.4860768747846,0.0001
69,0,0.682714,6.34920634920635,0,0,3.32659840944875,48.6135195823484,5.2504
69,0,1.208904,0,14.0939597315436,0,2.93992288493785,24.0664029278211,0.0001
69,0,1.992823,0,31.5436241610738,0,5.76281372877946,21.0231766343035,0.0001
69,0,2.641421,0,0.671140939597315,0,4.41986933123191,46.4417208073049,37.8978
69,0,0.8117749,5.4421768707483,14.0939597315436,0,7.66593357418578,19.2490474968694,5.4867
69,0,1.095905,0,0,0,13.4890611658603,14.4382789734582,14.6501
69,0,0.4747737,0,0,0,18.7601736155136,9.97799957482951,3.218
69,0,1.273312,0,0,0,5.02666137935576,47.4307349057508,0.7338
69,0,0.7577361,0,15.4362416107383,0,3.65917144544126,23.1398737957047,8.321
69,0,1.672448,0,0,0,13.071001686824,14.7416810239784,1.3279
69,0,0.169276,0,0,0,19.4864337347522,9.79905332556688,0.3719
69,0,0.7012961,11.3378684807256,0,0,3.24814641656262,42.2470242543942,12.6888
69,0,1.023935,1.36054421768707,67.7852348993289,0,0.17003349697167,37.1076818323935,7.6523
69,0,0.1374239,0,0,0,17.5410636455831,10.5617533978446,6.0273
69,0,1.642728,0,64.4295302013423,0,0.0760409762090602,50.3225617330284,0.4358
69,0,0.1042207,10.8843537414966,14.7651006711409,0,3.83608431568006,48.1691118457336,2.6641
69,0,0.4022311,8.84353741496599,0,0,2.15643723921533,43.8027867403507,10.495
69,0,0.2142094,0,8.05369127516778,0,3.30492554241623,23.5115587119096,1.347
69,0,1.875128,0,0,0,16.7403841478299,11.2917904644454,0.2865
69,0,0.400395,0,0,0,17.3323789497169,10.7003139796252,6.0273
69,0,0.1361008,0,0,0,19.3370115306388,9.79238449860849,2.7819
69,0,0.7596858,5.89569160997732,0,0,3.07081189038915,48.6578509776831,12.7194
69,0,2.644154,0,0,0,2.58905873471726,45.4336378777761,3.7308
69,0,1.116263,5.21541950113379,31.5436241610738,0,0.2362144290147,37.8107091968508,0.3701
69,0,0.1098857,7.70975056689342,0,0,8.499640189446,18.4578341909763,4.3002
69,0,2.139497,0,0,0,14.4142013930539,13.6587219654841,0.6692
69,0,3.434616,4.98866213151927,2.01342281879195,0,14.0107329817924,13.9480793136632,0.6692
69,0,0.1334374,4.08163265306122,0,0,18.5028346741692,9.95889011236649,3.218
69,0,1.512532,2.72108843537415,4.69798657718121,0,0.400210946113581,50.1116167615322,0.4358
69,0,0.5503696,5.66893424036281,0,0,2.18573097292184,40.5279296863427,0.7315
69,0,0.2312254,0,0,0,4.23649059886383,47.7910010023558,15.1228
69,0,0.9334837,0,50.3355704697987,0,4.93423737793362,46.61253852486,12.5728
69,0,0.5595773,0,0,0,2.01074528013795,44.9169919317421,9.4024
69,0,0.2489844,13.1519274376417,0,0,2.24350371045944,43.4346543069021,7.8261
69,0,0.2351866,0,0,0,17.1822987828456,10.7167990648729,3.6074
69,0,0.5565434,3.17460317460317,20.8053691275168,0,1.81369350952136,39.6168029157454,12.3678
69,0,0.4076933,9.0702947845805,3.35570469798658,0,1.7099836770308,39.5060139698881,12.3678
69,0,1.291976,2.26757369614512,4.02684563758389,0,6.81332503057029,19.9187806331048,3.9363
69,0,0.5518392,0,0.671140939597315,0,13.1542801413201,14.5736520083308,1.3279
69,0,0.1374743,3.6281179138322,0,0,17.9079543891908,10.167997067466,16.2741
69,0,1.161501,4.76190476190476,0,0,2.57394725693509,48.8571933041101,11.238
69,0,0.691272,9.0702947845805,4.02684563758389,0,2.76906181776789,41.6036654237859,5.9415
69,0,0.3489693,0,7.38255033557047,0,5.30178730508994,46.7436169821174,19.9781
69,0,0.8193383,0,3.35570469798658,0,4.16729449544596,46.192000595349,9.6586
69,0,0.414256,5.21541950113379,0,0,1.96419889329544,43.8005726604105,10.495
69,0,2.32228,6.80272108843537,77.1812080536913,0,1.40798310408985,25.7425762128534,0.9027
69,0,0.4432933,2.72108843537415,0,0,12.601758693801,14.9432147899637,9.1471
69,0,1.071292,9.0702947845805,0,0,14.8418553080012,13.1945534521791,2.83
69,0,0.6957498,6.12244897959184,0,0,0.631188440620748,49.8812188966606,9.1912
69,0,0.5722643,0,6.71140939597315,0,4.17467754698744,46.1608129606822,9.6586
69,0,0.4127116,4.53514739229025,0,0,1.95763857869393,43.7626918028677,10.495
69,0,0.7345564,8.84353741496599,39.5973154362416,0,2.47907627748753,41.2542792042669,5.9415
69,0,0.05213371,5.21541950113379,0,0,7.91387574758453,18.8498129815201,5.4867
69,0,1.757856,4.98866213151927,12.751677852349,0,2.28551850142745,48.9153553821236,8.9448
69,0,2.14687,0,0,0,1.8887894797226,44.8098249976424,4.1446
69,0,2.146391,0,77.8523489932886,0,0.459090441823509,27.2363246671841,1.5787
69,0,0.2343721,10.6575963718821,0,0,9.01850136109403,17.8686915074176,1.5019
69,0,2.199008,5.4421768707483,10.738255033557,0,2.23835455174631,48.9252491645773,8.9448
69,0,0.5227042,0,0,0,4.46515058467188,47.4506265845685,15.1228
69,0,2.150049,1.8140589569161,58.3892617449664,0,0.0170029971478596,37.2283645885403,0.2789
69,0,0.7585965,0,60.4026845637584,0,0.0170029971478596,36.9468755529671,7.6523
69,0,1.076448,6.12244897959184,0,0,14.6324235413671,13.298890903821,2.83
69,0,0.1188216,12.4716553287982,6.04026845637584,0,2.00816148327624,43.5041507294335,7.8261
69,0,0.6066335,3.17460317460317,6.71140939597315,0,3.69170406460578,22.8249751312433,8.321
69,0,2.882991,4.76190476190476,0,0,14.034487541683,13.7328866806293,0.6692
69,0,1.111524,1.13378684807256,0,0,16.9678451598732,10.622889442632,3.6074
69,0,0.1500521,2.26757369614512,0,0,18.9920122850529,9.5798597819345,2.7819
69,0,0.3987201,0,7.38255033557047,0,13.0592110506916,14.4869840819276,1.3279
69,0,0.4627791,0,0,0,19.180809461248,9.50590725774291,0.3719
69,0,1.683334,0,6.04026845637584,0,2.47686642867885,45.2467957077332,3.7308
69,0,0.5886352,0,37.5838926174497,0,10.6899627935424,16.4037835706464,0.7404
69,0,0.242759,2.04081632653061,4.69798657718121,0,1.98411599294859,40.4777257489281,0.7315
69,0,1.139316,4.76190476190476,58.3892617449664,0,0.34006699394334,27.3182249547644,1.2858
69,0,1.658819,0,0,0,16.2367869643557,11.3510589822263,7.1287
69,0,0.6656045,5.66893424036281,0,0,19.2415421326189,9.51507410556127,
69,0,0.2029879,7.48299319727891,0,0,18.564056520112,9.59939886532673,4.2651
69,0,1.130138,3.17460317460317,1.34228187919463,0,4.77441757908255,46.3540338664981,12.5728
69,0,1.08142,4.98866213151927,12.0805369127517,0,3.49465693651407,45.7388328264906,1.6367
69,0,0.5185813,0,0,0,1.71730271193382,44.393697027273,12.4776
69,0,2.929214,6.12244897959184,81.8791946308725,0,0.882195699800064,26.2660054044718,1.6948
69,0,0.2942551,9.0702947845805,0.671140939597315,0,6.83905784330494,19.7064881875949,3.9363
69,0,1.085854,9.97732426303855,6.04026845637584,0,9.29029689317031,17.5373975844761,0.5429
69,0,0.5533901,4.98866213151927,0,0,12.5856584049898,14.7953010882674,9.1471
69,0,1.177765,5.89569160997732,0,0,12.6644915687505,14.7298407277475,9.1471
69,0,0.5300895,0,0,0,13.8078275899904,13.8108578579671,14.6501
69,0,0.4247676,10.8843537414966,0,0,16.7093502654821,10.6960026778309,3.6074
69,0,0.759593,3.17460317460317,0.671140939597315,0,2.14300182287223,45.0072696584177,11.627
69,0,1.872315,8.39002267573696,70.4697986577181,0,0.969327550651778,26.0853625138743,3.5454
69,0,0.8700411,2.94784580498866,16.7785234899329,0,10.8430927993559,16.2159308367093,0.7404
69,0,0.2442204,6.80272108843537,0,0,2.15243058428356,48.7749957563892,8.9448
69,0,0.112666,2.72108843537415,0,0,17.8740855178772,9.78151390189602,2.9958
69,0,0.4179235,4.76190476190476,0,0,18.7904228846794,9.46297691911432,2.7819
69,0,1.288343,0,2.68456375838926,0,2.39334513084053,45.1376889804603,3.7308
69,0,1.020302,2.04081632653061,0,0,14.0146273010309,13.6025565927537,0.6692
69,0,0.4807444,7.2562358276644,4.69798657718121,0,0.936405274998503,38.6546260466024,8.841
69,0,1.486812,0,0,0,4.30302692488019,47.2968884872747,15.1228
69,0,1.91653,0,2.01342281879195,0,2.28438125358526,45.0590080250214,3.7308
69,0,0.8628718,0,0,0,1.63529672646871,44.5349537631831,9.4024
69,0,0.1362649,10.2040816326531,0,0,7.52696591954461,19.0256276492467,5.4867
69,0,1.965038,5.89569160997732,0,0,15.3773652018992,12.523397052336,2.4305
69,0,0.1444638,0,0,0,19.0482200059779,9.34677862582006,
69,0,0.4984131,0,0,0,19.0652117883386,9.35469384840359,
69,0,1.135246,0,30.8724832214765,0,4.7048482250989,21.629674687055,6.6778
69,0,1.122832,0,0,0,4.36983630379079,47.2093995795055,15.1228
69,0,0.1483082,4.76190476190476,8.05369127516778,0,9.31810857685163,17.4305947420737,0.5429
69,0,2.010805,2.04081632653061,0,0,13.6074287567136,13.8555140962066,14.6501
69,0,0.2117344,6.57596371882086,15.4362416107383,0,3.54780260195144,47.7142851869549,4.9941
69,0,0.6291925,5.21541950113379,1.34228187919463,0,4.29106906979948,46.0127248097597,37.8978
69,0,1.30157,0,89.261744966443,0,0.646113891618663,26.8706331829077,1.5787
69,0,0.2581939,5.21541950113379,0,0,12.6935782510532,14.5775800565968,9.1471
69,0,0.1265076,5.4421768707483,2.68456375838926,0,4.57164572310778,46.1334868350261,37.8978
69,0,0.4776823,4.53514739229025,0,0,19.0180934116101,9.29816923185298,
69,0,0.2152849,0,0,0,18.442876913008,9.386707296022,1.683
69,0,,0,0,0,19.0429787771661,9.30951219279396,
69,0,0.72359,0,18.7919463087248,0,3.32612752804434,22.9391621292345,5.3284
69,0,1.880965,1.8140589569161,14.0939597315436,0,10.8332106059416,16.1040014299916,0.4652
69,0,2.552197,0,0,0,15.8429927923444,11.4071159886333,13.1499
69,0,0.9009078,6.34920634920635,1.34228187919463,0,4.09211244950288,45.8693158095594,3.0062
69,0,0.8661765,0,0,0,11.7532026943279,15.309746745632,4.5825
69,0,0.9790588,0,0,0,15.9260905684216,11.2118734533298,13.1499
69,0,0.4306864,0.90702947845805,0,0,3.68357901981135,47.4899683527584,4.9312
69,0,1.443481,3.40136054421769,2.01342281879195,0,4.89922815335392,46.2261814337828,16.634
69,0,0.6404944,0,60.4026845637584,0,4.49762381104651,21.7254102511552,0.3966
69,0,0.3325034,5.21541950113379,0,0,15.3508762454743,12.1501029040153,1.3599
69,0,0.7105991,4.76190476190476,2.68456375838926,0,4.78059391020082,46.1570700610785,16.634
69,0,4.30462,1.36054421768707,76.510067114094,0,4.20573160011945,21.9960851704018,0.3966
69,0,1.408196,7.93650793650794,0,0,3.53226767311103,45.5571023164145,4.3456
69,0,0.7243083,0,1.34228187919463,0,2.3102478449415,42.4975514435714,5.5654
69,0,0.1967538,4.76190476190476,14.0939597315436,0,2.58432459365013,42.2090745195022,19.2608
69,0,0.3239638,5.66893424036281,15.4362416107383,0,2.20025243933657,41.0773088131743,3.1856
69,0,0.5963646,0,44.2953020134228,0,5.1142690966064,21.1115126202492,5.1024
69,0,1.517084,0,2.01342281879195,0,2.38827642085452,48.3131943435923,8.1204
69,0,1.027198,0,23.489932885906,0,5.2598568354572,46.3598827095796,15.8633
69,0,0.8473936,3.17460317460317,74.496644295302,0,0.493086917287927,26.6743109202229,0.5881
69,0,2.602887,2.49433106575964,76.510067114094,0,1.22577112889238,25.4957109152849,1.2285
69,0,2.728468,0,22.8187919463087,0,2.82074612525578,23.3826232201186,0.7224
69,0,2.378394,3.6281179138322,27.5167785234899,0,11.2190438036324,15.6980431423655,4.5825
69,0,0.9979727,5.89569160997732,0,0,16.494325708092,10.4013541688034,13.2348
69,0,0.5273039,0,0,0,18.3278429473578,9.27537077293212,1.683
69,0,0.4479752,2.94784580498866,0,0,1.15635279209473,49.2343930134244,0.2617
69,0,0.3715785,7.70975056689342,0,0,1.48404417239226,43.6268349243575,7.3467
69,0,2.188702,2.04081632653061,0,0,15.5849210082365,11.5469281642634,49.5342
69,0,0.2098243,0,0,0,17.1512637390157,9.81947620716494,29.2808
69,0,1.793545,0,0,0,4.14576589243556,47.080699450322,1.9643
69,0,0.154688,6.12244897959184,12.751677852349,0,2.49941844390072,42.2396649995003,19.2608
69,0,1.022754,0.226757369614512,22.8187919463087,0,0.544095908731506,37.8309062508541,0.6125
69,0,1.213437,0.226757369614512,0,0,15.6978306710731,11.3276276234634,13.1499
69,0,0.7514142,5.89569160997732,0,0,12.5734021440485,14.4882127014691,9.9759
69,0,2.152203,6.12244897959184,22.8187919463087,0,14.0500175540113,13.3053593480644,11.8344
69,0,0.1924339,5.21541950113379,0,0,15.0695254171933,12.4851392254274,29.4493
69,0,0.458305,5.89569160997732,0,0,1.83524381664853,48.559758353289,5.3957
69,0,0.3821846,0,0,0,1.98268117246469,48.4680819090264,5.3957
69,0,0.7830669,12.9251700680272,8.7248322147651,0,3.46369077789802,47.4804258498735,4.9312
69,0,0.595885,0,4.69798657718121,0,1.36416690966916,44.2762105181365,6.3241
69,0,0.9747127,4.98866213151927,11.4093959731544,0,1.48404142568524,39.8405733190068,2.1031
69,0,0.7104924,4.08163265306122,0,0,16.6419290362351,10.1437660610357,13.2348
69,0,0.343596,0,0,0,4.45015386402625,46.7810152370635,23.6877
69,0,0.8153814,0,0.671140939597315,0,3.05718845485896,45.2622601036572,2.0048
69,0,0.916363,2.49433106575964,23.489932885906,0,2.46212658773358,44.9798166757675,15.2129
69,0,0.370369,5.21541950113379,0,0,15.0417495823595,12.4487428483229,29.4493
69,0,0.7592561,4.53514739229025,3.35570469798658,0,4.77393848029889,46.0512350694202,16.634
69,0,1.192897,0,10.738255033557,0,1.30923078038519,44.1498402287786,6.3241
69,0,0.4712054,0,42.9530201342282,0,2.84320719678258,41.7715295760996,12.9405
69,0,0.5536326,0,19.4630872483221,0,1.9847141557886,40.855626643353,9.4149
69,0,3.196712,0,10.0671140939597,0,3.11418197607865,47.6513581625999,6.3422
69,0,1.131341,1.8140589569161,86.5771812080537,0,1.49665423224684,25.0403658500574,3.6928
69,0,0.3393751,11.3378684807256,4.02684563758389,0,7.81095689853448,18.5562904196158,4.4001
69,0,1.671378,0,0.671140939597315,0,4.50318450511183,45.8979464267214,16.634
69,0,5.445961,0,72.4832214765101,0,0.34006699394334,27.1568481922831,0.378
69,0,0.1404973,14.9659863945578,0,0,9.04918091855767,17.4583038418537,0.8611
69,0,0.8387095,6.80272108843537,32.2147651006711,0,10.4950115935087,16.2225269117311,1.5279
69,0,0.02490855,8.61678004535147,18.1208053691275,0,3.2791056505047,47.4926512255327,6.3422
69,0,0.9515056,1.58730158730159,0,0,5.18974336953418,46.2241718870993,15.8633
69,0,2.330555,0,15.4362416107383,0,1.24412697769361,44.1244798883805,6.3241
69,0,0.09344665,14.9659863945578,2.01342281879195,0,7.61783733079701,18.6955095493209,4.4001
69,0,0.3727693,6.57596371882086,0,0,1.56466303964789,48.5823103102948,8.2924
69,0,0.237653,4.98866213151927,0,0,16.3137779003483,10.2541551497545,13.2348
69,0,0.5439379,2.72108843537415,40.9395973154362,0,0.375608547581914,37.9508719216159,0.6125
69,0,1.476548,0,2.01342281879195,0,11.8512179952988,14.9595618525015,4.5825
69,0,0.2570419,5.21541950113379,0,0,16.2582316002464,10.281243386914,13.2348
69,0,0.8168274,0,0,0,16.8391604789049,9.75935351860618,29.2808
69,0,0.3129275,2.94784580498866,82.5503355704698,0,0.272047954365753,26.9361697909166,0.5881
69,0,0.7918997,7.02947845804989,22.8187919463087,0,8.70019651391771,17.7077018932625,2.2219
69,0,1.493871,4.98866213151927,12.0805369127517,0,1.32602753063839,48.6823765210125,8.2924
69,0,0.939728,0.680272108843537,0,0,4.19710053538019,45.6773213518871,3.0062
69,0,0.5062904,0,0,0,1.1880222999136,43.7518693579549,8.4965
69,0,0.6721154,11.1111111111111,14.7651006711409,0,8.74814933688185,17.6550673631933,2.2219
69,0,0.8477889,0,0,0,2.89355890453692,45.0650755919577,2.0048
69,0,1.571806,3.85487528344671,80.5369127516778,0,0.274166490317707,26.3317976575145,9.3201
69,0,0.06778676,12.0181405895692,0,0,7.4859508409177,18.7596863823169,4.4001
69,0,0.9586062,5.66893424036281,14.7651006711409,0,10.5715787221406,16.0433493051638,0.4652
69,0,1.31796,0,0,0,11.4680943495105,15.2454132778746,4.5825
69,0,0.5249018,0,0,0,18.5144553909516,8.87973302249579,2.8384
69,0,0.5141604,0,0,0,0.969319981235198,49.0851307355099,0.2617
69,0,0.7349228,4.53514739229025,0,0,5.09078334403923,46.1344763895248,15.8633
69,0,0.7154497,0,4.69798657718121,0,2.8134981204302,47.6227103077592,0.8087
69,0,1.4267,7.48299319727891,21.4765100671141,0,1.30790722166175,39.9149670714025,2.6074
69,0,1.019707,9.29705215419501,10.0671140939597,0,5.75971461194139,20.3046893293891,1.5249
69,0,0.7301544,10.8843537414966,42.2818791946309,0,2.40348343673426,42.0527796195512,19.2608
69,0,0.07106733,1.58730158730159,38.9261744966443,0,9.54749503201019,16.9194080576415,6.2854
69,0,0.5867754,3.6281179138322,0,0,2.57107526568234,47.7450747201646,0.8087
69,0,0.3527479,3.85487528344671,6.71140939597315,0,0.462537801181567,38.2691541132201,9.5118
69,0,1.818332,2.04081632653061,23.489932885906,0,0.255044957217893,37.5780761389383,13.4854
69,0,1.601137,3.17460317460317,11.4093959731544,0,13.8862472143201,13.1843613178257,11.8344
69,0,0.6473342,0,8.7248322147651,0,1.70727441057425,40.5976121181541,9.4149
69,0,2.127207,2.26757369614512,2.68456375838926,0,1.07133141627765,48.6848637394842,24.0088
69,0,1.227479,14.9659863945578,7.38255033557047,0,10.9184098543058,15.6239875201556,0.4652
69,0,0.5602266,0,0.671140939597315,0,1.04066135803765,43.5125617027898,8.4965
69,0,0.6478956,0,30.2013422818792,0,1.99170460255309,42.3707523533334,5.5654
69,0,0.4018975,2.49433106575964,0,0,5.48899677713495,20.4908710023124,3.3253
69,0,0.5286022,2.94784580498866,0,0,15.0235004347761,11.638156862658,6.8
69,0,1.831403,0,46.9798657718121,0,1.26167325606856,44.162292316169,2.0089
69,0,1.572033,9.0702947845805,61.0738255033557,0,0.416841882171841,26.0241368456868,9.3201
69,0,0.8899283,3.40136054421769,1.34228187919463,0,5.88583235618161,20.1151429793664,1.5249
69,0,0.156167,5.89569160997732,0,0,7.10882019360273,19.0042925144333,4.097
69,0,0.3361986,7.70975056689342,0,0,15.2156847931929,11.251568704268,49.5342
69,0,0.1271291,5.4421768707483,0,0,18.2921675584914,8.77756867101628,0.9771
69,0,2.62838,0.680272108843537,3.35570469798658,0,1.98713139356987,48.0337046064911,0.7694
69,0,0.9507015,0,18.7919463087248,0,1.1373023523905,44.0653758033546,10.5113
69,0,1.268792,3.17460317460317,34.2281879194631,0,8.09675223730193,18.1025088460296,2.1667
69,0,2.948738,1.13378684807256,21.4765100671141,0,13.7375250025638,13.1944916900797,18.6894
