counties,devpressure_0_5_92,slope,road_dens_perc,forest_1992_smooth_perc,dist_water_mi,dist_to_protected_mi,dist_interchanges_mi,view_size
69,0,0.1945138,0,0,0,18.4262438899107,10.9478654428658,
69,0,0.1236353,0,0,0,18.6614709525876,10.7953123463943,
69,0,1.414092,0,0,0,17.9666877767751,11.1835074233128,
69,0,0.310876,0,0,0,19.0241911209086,10.5942408678948,
69,0,0.1260151,3.17460317460317,0,0,0.17003349697167,50.7619267380512,15.5475
69,0,0.6659992,0,0,0,18.8680381836593,10.6325960577114,0.0001
69,0,0.5731904,0,0,0,3.17962639337023,49.2712592788414,2.1918
69,0,0.3583022,4.53514739229025,0,0,2.64165680814496,45.5265540754341,0.0001
69,0,0.1457825,0,0,0,2.60145856362251,45.1249427750525,0.0001
69,0,0.3871599,0,0,0,4.70545313138169,48.3012712862192,10.8694
69,0,0.1612711,0,0,0,18.4307898957008,10.7732795850696,0.0001
69,0,1.602089,0,14.8148148148148,0,5.1860231765912,47.1380497218545,3.2205
69,0,0.2457609,4.30839002267574,0,0,2.72839221600016,43.7913359598518,0.0001
69,0,1.551739,2.94784580498866,8.73015873015873,0,2.95114566746511,41.4527074082607,0.0001
69,0,3.034332,1.8140589569161,10.2362204724409,0,2.8285407155339,41.1871552893038,0.0001
69,0,0.1277298,7.70975056689342,0,0,7.93209459442828,19.3625522195516,0.0001
69,0,0.5785401,4.30839002267574,0,0,19.1295390454745,10.4100211774459,0.0001
69,0,0.726544,4.76190476190476,8.7248322147651,0,2.04047280678272,49.7245688914256,2.7347
69,0,3.338295,0,0.671140939597315,0,4.35445433859828,46.67895230993,39.7686
69,0,1.681529,0,0,0,15.7495502752479,13.1980277667538,0.0001
69,0,0.2407759,0,0,0,19.8494989412991,10.2511723406751,0.0001
69,0,0.1366508,1.58730158730159,54.3624161073826,0,4.77092007387621,46.8831235209155,36.769
69,0,1.073495,5.4421768707483,11.4093959731544,0,3.42827775214118,46.1622542062746,11.2755
69,0,0.6637348,6.34920634920635,85.2348993288591,0,1.08940922310829,50.1647071819478,25.0479
69,0,0.6314891,0,18.7919463087248,0,5.79837260359307,47.4597499945161,19.9007
69,0,0.2364286,0,0,0,2.90732997192061,45.8159652598597,0.0001
69,0,0.9325159,0,0,0,11.8310089413816,16.0275316023767,0.0001
69,0,0.2192485,0,0,0,18.1230999088334,10.8086359617853,0.0001
69,0,0.2386335,0,0,0,19.8212162339129,10.212901332235,0.0001
69,0,0.2564369,0,0,0,19.9172517301893,10.2162978107625,
69,2.534101,0.7118921,10.4308390022676,2.01342281879195,0,2.18819677975009,25.5016866906066,0.0001
69,0,0.1954201,0,29.5302013422819,0,6.95268724948777,20.200824733173,0.0001
69,0,1.251328,0,19.4630872483221,0,7.39722036302693,19.7911257109645,0.0001
69,0,0.5644267,7.70975056689342,12.0805369127517,0,9.79629152137841,17.6809176387664,0.0001
69,0,1.390912,5.21541950113379,16.1073825503356,0,11.2967912987582,16.4402883274421,0.0001
69,0,0.2539622,0,0,0,18.4201320449544,10.6105687098734,0.0001
69,0,2.221161,0,0,0,2.82383607910695,49.2893614047766,2.1918
69,0,3.441437,0.453514739229025,36.241610738255,0,4.81741657456172,46.8742630473174,36.769
69,0,0.7932922,0,0,0,16.0289893135753,12.9430026283464,0.0001
69,0,1.203696,0.453514739229025,3.35570469798658,0,2.15618469543129,39.9082970999967,0.0001
69,0,0.1400585,7.70975056689342,13.4228187919463,0,2.56771251241006,25.0055068074482,0.0001
69,0,1.014003,0,0,0,4.26794507483937,22.8504411327151,0.0001
69,0,0.08068202,3.17460317460317,0,0,2.61454708178855,45.5568904156666,0.0001
69,0,0.3145352,9.75056689342404,0,0,2.55413586425046,43.8855743259554,0.0001
69,0,0.3680733,7.2562358276644,31.5436241610738,0,0.017003349697167,37.2115166227563,0.0001
69,1.032713,1.251223,0,24.1610738255034,0,1.84018974004702,25.9188739990917,0.0001
69,0,0.4469618,0,0,0,5.47547704959681,21.5721603483712,0.0001
69,0,0.2035399,7.48299319727891,0,0,4.64649364829236,22.3866800059635,0.0001
69,0,1.795642,0,9.39597315436242,0,11.5765232774175,16.147833045314,0.0001
69,0,1.002767,0,0,0,16.1019459884519,12.8265044128682,0.0001
