ID	Intercept	devpressure_0_5_92	dist_interchanges_mi	dist_to_protected_mi	forest_1992_smooth_perc	road_dens_perc	slope
13	-2.13508356401149	0.0327693681429591	-0.0771989041603466	-0.0779743840688451	-0.0145606205133462	0.175332740212521	-0.576477562950599
69	-2.64944903933643	0.0327693681429591	-0.0771989041603466	-0.0779743840688451	-0.0145606205133462	0.175332740212521	-0.576477562950599
