6			
3		mean	13.95592779
3		stddev	35.96618245
6			
5			
3			
3			
3			
3			
5			
3			
3			
3			
7			
6			
3			
4			
5			
3			
6			
3			
3			
6			
3			
5			
3			
4			
3			
12			
3			
3			
3			
7			
6			
3			
3			
3			
4			
4			
4			
8			
3			
5			
4			
3			
4			
7			
3			
5			
3			
8			
3			
8			
3			
3			
3			
5			
7			
3			
5			
5			
4			
4			
3			
3			
4			
3			
6			
3			
4			
5			
4			
3			
3			
5			
5			
4			
5			
3			
4			
3			
3			
3			
4			
5			
7			
3			
4			
3			
3			
3			
4			
4			
4			
4			
4			
3			
3			
5			
4			
5			
3			
6			
3			
3			
5			
3			
3			
3			
5			
4			
4			
3			
3			
3			
4			
3			
7			
5			
5			
4			
3			
4			
3			
3			
6			
5			
3			
3			
3			
4			
7			
4			
3			
3			
5			
5			
6			
3			
6			
3			
4			
3			
4			
6			
3			
3			
3			
4			
3			
3			
3			
3			
3			
4			
4			
3			
3			
3			
6			
6			
3			
4			
3			
4			
6			
6			
5			
5			
3			
3			
3			
3			
3			
4			
4			
3			
3			
4			
4			
4			
3			
3			
3			
8			
4			
3			
3			
5			
5			
3			
5			
3			
4			
4			
4			
4			
6			
4			
3			
3			
3			
6			
6			
7			
6			
4			
4			
5			
5			
7			
8			
8			
10			
8			
3			
3			
3			
3			
3			
3			
4			
3			
3			
4			
3			
3			
5			
3			
4			
4			
3			
3			
3			
4			
3			
5			
4			
3			
3			
3			
5			
4			
3			
6			
5			
5			
8			
3			
4			
5			
7			
3			
3			
4			
9			
6			
3			
19			
4			
4			
3			
4			
3			
8			
3			
3			
3			
4			
3			
3			
5			
4			
4			
3			
4			
3			
4			
4			
8			
7			
3			
3			
3			
3			
4			
3			
3			
4			
3			
3			
3			
5			
3			
6			
3			
4			
5			
4			
5			
4			
3			
3			
4			
5			
4			
4			
5			
3			
3			
3			
3			
3			
3			
4			
3			
8			
3			
3			
3			
3			
4			
8			
4			
3			
3			
5			
3			
5			
5			
3			
4			
3			
3			
3			
3			
6			
3			
5			
5			
3			
4			
4			
3			
5			
3			
3			
3			
6			
5			
3			
3			
3			
3			
4			
3			
3			
3			
6			
5			
5			
3			
3			
5			
4			
3			
4			
4			
3			
3			
3			
4			
3			
3			
4			
3			
3			
4			
3			
4			
5			
3			
3			
4			
4			
3			
4			
3			
3			
3			
6			
5			
3			
5			
3			
5			
3			
3			
4			
3			
3			
5			
3			
3			
4			
3			
3			
5			
4			
3			
4			
3			
4			
3			
3			
3			
5			
6			
5			
3			
3			
3			
3			
4			
3			
6			
3			
3			
6			
3			
3			
4			
3			
6			
3			
3			
3			
6			
4			
4			
5			
5			
3			
3			
3			
3			
5			
3			
4			
3			
3			
3			
4			
3			
4			
3			
3			
3			
3			
4			
4			
3			
3			
3			
4			
3			
4			
4			
4			
3			
4			
4			
4			
3			
3			
5			
3			
3			
3			
4			
6			
4			
3			
3			
4			
4			
3			
3			
5			
7			
5			
8			
7			
3			
4			
4			
3			
3			
4			
3			
3			
3			
3			
3			
6			
4			
5			
5			
3			
3			
3			
4			
3			
3			
4			
3			
5			
8			
4			
6			
6			
3			
5			
4			
3			
5			
3			
6			
6			
5			
4			
3			
3			
3			
3			
3			
3			
6			
4			
3			
3			
3			
5			
4			
3			
3			
4			
6			
3			
4			
5			
4			
3			
4			
4			
4			
3			
3			
3			
3			
3			
5			
6			
3			
4			
3			
4			
4			
3			
5			
4			
3			
6			
3			
4			
3			
3			
3			
3			
3			
4			
6			
3			
4			
5			
5			
4			
3			
3			
5			
3			
5			
3			
3			
5			
3			
5			
10			
67			
17			
11			
12			
12			
12			
12			
6			
6			
16			
5			
8			
29			
11			
17			
3			
3			
3			
3			
13			
3			
30			
12			
3			
3			
22			
18			
18			
18			
3			
16			
5			
33			
4			
10			
4			
3			
20			
13			
5			
3			
4			
3			
4			
4			
5			
35			
4			
3			
3			
3			
5			
35			
14			
4			
4			
4			
6			
53			
19			
6			
3			
5			
3			
19			
10			
3			
7			
45			
10			
7			
4			
11			
3			
32			
18			
7			
31			
8			
3			
4			
3			
3			
5			
6			
45			
20			
5			
4			
3			
3			
4			
4			
4			
3			
3			
6			
4			
4			
3			
3			
3			
4			
4			
3			
3			
4			
3			
3			
3			
4			
3			
4			
5			
3			
4			
3			
4			
3			
3			
4			
5			
5			
3			
4			
30			
30			
5			
4			
5			
4			
3			
10			
6			
10			
3			
3			
3			
4			
3			
8			
6			
8			
3			
3			
18			
5			
3			
4			
3			
10			
10			
4			
4			
14			
3			
4			
3			
4			
3			
18			
19			
14			
3			
3			
5			
3			
47			
22			
69			
11			
21			
4			
3			
23			
10			
10			
13			
3			
7			
4			
3			
14			
6			
12			
4			
5			
10			
6			
3			
3			
5			
6			
6			
14			
3			
4			
6			
3			
18			
7			
5			
11			
14			
14			
3			
4			
3			
4			
18			
5			
3			
5			
5			
4			
3			
9			
5			
5			
5			
3			
15			
8			
3			
3			
4			
3			
4			
3			
4			
3			
15			
17			
3			
4			
3			
13			
3			
10			
3			
3			
6			
3			
3			
3			
3			
3			
4			
3			
3			
3			
7			
3			
3			
3			
5			
4			
7			
5			
8			
5			
4			
4			
3			
3			
3			
5			
3			
4			
4			
3			
6			
3			
4			
4			
5			
5			
5			
4			
3			
4			
3			
4			
3			
3			
4			
3			
3			
3			
3			
3			
6			
4			
4			
3			
3			
4			
4			
4			
4			
5			
3			
3			
6			
4			
3			
4			
5			
6			
3			
3			
6			
4			
3			
4			
4			
4			
3			
3			
3			
3			
5			
3			
5			
3			
4			
5			
3			
5			
3			
3			
3			
3			
3			
3			
4			
5			
3			
3			
3			
4			
3			
3			
3			
4			
5			
3			
3			
3			
3			
4			
3			
4			
3			
3			
4			
3			
3			
4			
4			
3			
3			
9			
4			
4			
4			
3			
3			
3			
3			
6			
3			
3			
3			
3			
